,day,employee_headcount,company_id
5096,2012-03-22,639,3
5097,2012-03-22,234,8
5098,2012-03-22,3,11
5099,2012-03-22,5,12
5100,2012-03-23,272,7
5101,2012-03-23,477,4
5102,2012-03-23,959,2
5103,2012-03-23,217,9
5104,2012-03-23,1882,1
5105,2012-03-23,300,6
5106,2012-03-23,195,10
5107,2012-03-23,418,5
5108,2012-03-23,639,3
5109,2012-03-23,232,8
5110,2012-03-23,3,11
5111,2012-03-23,5,12
5112,2012-03-24,272,7
5113,2012-03-24,477,4
5114,2012-03-24,959,2
5115,2012-03-24,217,9
5116,2012-03-24,1882,1
5117,2012-03-24,300,6
5118,2012-03-24,195,10
5119,2012-03-24,418,5
5120,2012-03-24,639,3
5121,2012-03-24,232,8
5122,2012-03-24,3,11
5123,2012-03-24,5,12
5124,2012-03-25,272,7
5125,2012-03-25,477,4
5126,2012-03-25,959,2
5127,2012-03-25,217,9
5128,2012-03-25,1882,1
5129,2012-03-25,300,6
5130,2012-03-25,195,10
5131,2012-03-25,418,5
5132,2012-03-25,639,3
5133,2012-03-25,232,8
5134,2012-03-25,3,11
5135,2012-03-25,5,12
5136,2012-03-26,278,7
5137,2012-03-26,484,4
5138,2012-03-26,980,2
5139,2012-03-26,222,9
5140,2012-03-26,1918,1
5141,2012-03-26,303,6
5142,2012-03-26,196,10
5143,2012-03-26,426,5
5144,2012-03-26,651,3
5145,2012-03-26,234,8
5146,2012-03-26,4,11
5147,2012-03-26,5,12
5148,2012-03-27,278,7
5149,2012-03-27,485,4
5150,2012-03-27,981,2
5151,2012-03-27,223,9
5152,2012-03-27,1921,1
5153,2012-03-27,303,6
5154,2012-03-27,196,10
5155,2012-03-27,426,5
5156,2012-03-27,653,3
5157,2012-03-27,234,8
5158,2012-03-27,4,11
5159,2012-03-27,5,12
5160,2012-03-28,278,7
5161,2012-03-28,485,4
5162,2012-03-28,981,2
5163,2012-03-28,223,9
5164,2012-03-28,1924,1
5165,2012-03-28,303,6
5166,2012-03-28,196,10
5167,2012-03-28,426,5
5168,2012-03-28,653,3
5169,2012-03-28,234,8
5170,2012-03-28,4,11
5171,2012-03-28,5,12
5172,2012-03-29,278,7
5173,2012-03-29,485,4
5174,2012-03-29,981,2
5175,2012-03-29,223,9
5176,2012-03-29,1924,1
5177,2012-03-29,304,6
5178,2012-03-29,196,10
5179,2012-03-29,426,5
5180,2012-03-29,653,3
5181,2012-03-29,234,8
5182,2012-03-29,4,11
5183,2012-03-29,5,12
5184,2012-03-30,275,7
5185,2012-03-30,483,4
5186,2012-03-30,978,2
5187,2012-03-30,220,9
5188,2012-03-30,1914,1
5189,2012-03-30,300,6
5190,2012-03-30,193,10
5191,2012-03-30,423,5
5192,2012-03-30,646,3
5193,2012-03-30,234,8
5194,2012-03-30,4,11
5195,2012-03-30,5,12
5196,2012-03-31,275,7
5197,2012-03-31,483,4
5198,2012-03-31,978,2
5199,2012-03-31,220,9
5200,2012-03-31,1914,1
5201,2012-03-31,300,6
5202,2012-03-31,193,10
5203,2012-03-31,423,5
5204,2012-03-31,646,3
5205,2012-03-31,234,8
5206,2012-03-31,4,11
5207,2012-03-31,5,12
5208,2012-04-01,275,7
5209,2012-04-01,483,4
5210,2012-04-01,978,2
5211,2012-04-01,220,9
5212,2012-04-01,1914,1
5213,2012-04-01,300,6
5214,2012-04-01,193,10
5215,2012-04-01,423,5
5216,2012-04-01,646,3
5217,2012-04-01,234,8
5218,2012-04-01,4,11
5219,2012-04-01,5,12
5220,2012-04-02,283,7
5221,2012-04-02,487,4
5222,2012-04-02,994,2
5223,2012-04-02,222,9
5224,2012-04-02,1947,1
5225,2012-04-02,304,6
5226,2012-04-02,197,10
5227,2012-04-02,426,5
5228,2012-04-02,656,3
5229,2012-04-02,236,8
5230,2012-04-02,4,11
5231,2012-04-02,5,12
5232,2012-04-03,283,7
5233,2012-04-03,487,4
5234,2012-04-03,996,2
5235,2012-04-03,222,9
5236,2012-04-03,1950,1
5237,2012-04-03,305,6
5238,2012-04-03,198,10
5239,2012-04-03,427,5
5240,2012-04-03,655,3
5241,2012-04-03,237,8
5242,2012-04-03,4,11
5243,2012-04-03,5,12
5244,2012-04-04,285,7
5245,2012-04-04,487,4
5246,2012-04-04,998,2
5247,2012-04-04,222,9
5248,2012-04-04,1952,1
5249,2012-04-04,305,6
5250,2012-04-04,197,10
5251,2012-04-04,428,5
5252,2012-04-04,658,3
5253,2012-04-04,237,8
5254,2012-04-04,4,11
5255,2012-04-04,5,12
5256,2012-04-05,285,7
5257,2012-04-05,487,4
5258,2012-04-05,998,2
5259,2012-04-05,222,9
5260,2012-04-05,1954,1
5261,2012-04-05,305,6
5262,2012-04-05,197,10
5263,2012-04-05,429,5
5264,2012-04-05,658,3
5265,2012-04-05,237,8
5266,2012-04-05,4,11
5267,2012-04-05,5,12
5268,2012-04-06,285,7
5269,2012-04-06,487,4
5270,2012-04-06,998,2
5271,2012-04-06,222,9
5272,2012-04-06,1954,1
5273,2012-04-06,305,6
5274,2012-04-06,197,10
5275,2012-04-06,429,5
5276,2012-04-06,658,3
5277,2012-04-06,237,8
5278,2012-04-06,4,11
5279,2012-04-06,5,12
5280,2012-04-07,285,7
5281,2012-04-07,487,4
5282,2012-04-07,998,2
5283,2012-04-07,222,9
5284,2012-04-07,1954,1
5285,2012-04-07,305,6
5286,2012-04-07,197,10
5287,2012-04-07,429,5
5288,2012-04-07,658,3
5289,2012-04-07,237,8
5290,2012-04-07,4,11
5291,2012-04-07,5,12
5292,2012-04-08,285,7
5293,2012-04-08,487,4
5294,2012-04-08,998,2
5295,2012-04-08,222,9
5296,2012-04-08,1954,1
5297,2012-04-08,305,6
5298,2012-04-08,197,10
5299,2012-04-08,429,5
5300,2012-04-08,658,3
5301,2012-04-08,237,8
5302,2012-04-08,4,11
5303,2012-04-08,5,12
5304,2012-04-09,285,7
5305,2012-04-09,491,4
5306,2012-04-09,1009,2
5307,2012-04-09,223,9
5308,2012-04-09,1969,1
5309,2012-04-09,307,6
5310,2012-04-09,199,10
5311,2012-04-09,433,5
5312,2012-04-09,668,3
5313,2012-04-09,241,8
5314,2012-04-09,4,11
5315,2012-04-09,5,12
5316,2012-04-10,284,7
5317,2012-04-10,491,4
5318,2012-04-10,1010,2
5319,2012-04-10,223,9
5320,2012-04-10,1971,1
5321,2012-04-10,308,6
5322,2012-04-10,199,10
5323,2012-04-10,433,5
5324,2012-04-10,668,3
5325,2012-04-10,242,8
5326,2012-04-10,4,11
5327,2012-04-10,5,12
5328,2012-04-11,284,7
5329,2012-04-11,493,4
5330,2012-04-11,1011,2
5331,2012-04-11,223,9
5332,2012-04-11,1972,1
5333,2012-04-11,308,6
5334,2012-04-11,199,10
5335,2012-04-11,433,5
5336,2012-04-11,668,3
5337,2012-04-11,242,8
5338,2012-04-11,5,11
5339,2012-04-11,5,12
5340,2012-04-12,284,7
5341,2012-04-12,493,4
5342,2012-04-12,1011,2
5343,2012-04-12,223,9
5344,2012-04-12,1973,1
5345,2012-04-12,308,6
5346,2012-04-12,199,10
5347,2012-04-12,433,5
5348,2012-04-12,668,3
5349,2012-04-12,242,8
5350,2012-04-12,5,11
5351,2012-04-12,5,12
5352,2012-04-13,281,7
5353,2012-04-13,489,4
5354,2012-04-13,1010,2
5355,2012-04-13,223,9
5356,2012-04-13,1962,1
5357,2012-04-13,306,6
5358,2012-04-13,198,10
5359,2012-04-13,430,5
5360,2012-04-13,665,3
5361,2012-04-13,241,8
5362,2012-04-13,5,11
5363,2012-04-13,5,12
5364,2012-04-14,281,7
5365,2012-04-14,489,4
5366,2012-04-14,1010,2
5367,2012-04-14,223,9
5368,2012-04-14,1962,1
5369,2012-04-14,306,6
5370,2012-04-14,198,10
5371,2012-04-14,430,5
5372,2012-04-14,665,3
5373,2012-04-14,241,8
5374,2012-04-14,5,11
5375,2012-04-14,5,12
5376,2012-04-15,281,7
5377,2012-04-15,489,4
5378,2012-04-15,1010,2
5379,2012-04-15,223,9
5380,2012-04-15,1962,1
5381,2012-04-15,306,6
5382,2012-04-15,198,10
5383,2012-04-15,430,5
5384,2012-04-15,665,3
5385,2012-04-15,241,8
5386,2012-04-15,5,11
5387,2012-04-15,5,12
5388,2012-04-16,285,7
5389,2012-04-16,494,4
5390,2012-04-16,1025,2
5391,2012-04-16,229,9
5392,2012-04-16,1981,1
5393,2012-04-16,309,6
5394,2012-04-16,204,10
5395,2012-04-16,434,5
5396,2012-04-16,672,3
5397,2012-04-16,243,8
5398,2012-04-16,5,11
5399,2012-04-16,5,12
5400,2012-04-17,285,7
5401,2012-04-17,494,4
5402,2012-04-17,1026,2
5403,2012-04-17,230,9
5404,2012-04-17,1986,1
5405,2012-04-17,309,6
5406,2012-04-17,204,10
5407,2012-04-17,434,5
5408,2012-04-17,675,3
5409,2012-04-17,242,8
5410,2012-04-17,5,11
5411,2012-04-17,5,12
5412,2012-04-18,285,7
5413,2012-04-18,494,4
5414,2012-04-18,1026,2
5415,2012-04-18,231,9
5416,2012-04-18,1986,1
5417,2012-04-18,309,6
5418,2012-04-18,204,10
5419,2012-04-18,434,5
5420,2012-04-18,675,3
5421,2012-04-18,242,8
5422,2012-04-18,5,11
5423,2012-04-18,5,12
5424,2012-04-19,285,7
5425,2012-04-19,494,4
5426,2012-04-19,1026,2
5427,2012-04-19,231,9
5428,2012-04-19,1986,1
5429,2012-04-19,309,6
5430,2012-04-19,204,10
5431,2012-04-19,434,5
5432,2012-04-19,675,3
5433,2012-04-19,242,8
5434,2012-04-19,5,11
5435,2012-04-19,5,12
5436,2012-04-20,284,7
5437,2012-04-20,490,4
5438,2012-04-20,1021,2
5439,2012-04-20,229,9
5440,2012-04-20,1975,1
5441,2012-04-20,307,6
5442,2012-04-20,204,10
5443,2012-04-20,433,5
5444,2012-04-20,669,3
5445,2012-04-20,242,8
5446,2012-04-20,5,11
5447,2012-04-20,5,12
5448,2012-04-21,284,7
5449,2012-04-21,490,4
5450,2012-04-21,1021,2
5451,2012-04-21,229,9
5452,2012-04-21,1975,1
5453,2012-04-21,307,6
5454,2012-04-21,204,10
5455,2012-04-21,433,5
5456,2012-04-21,669,3
5457,2012-04-21,242,8
5458,2012-04-21,5,11
5459,2012-04-21,5,12
5460,2012-04-22,284,7
5461,2012-04-22,490,4
5462,2012-04-22,1021,2
5463,2012-04-22,229,9
5464,2012-04-22,1975,1
5465,2012-04-22,307,6
5466,2012-04-22,204,10
5467,2012-04-22,433,5
5468,2012-04-22,669,3
5469,2012-04-22,242,8
5470,2012-04-22,5,11
5471,2012-04-22,5,12
5472,2012-04-23,287,7
5473,2012-04-23,496,4
5474,2012-04-23,1044,2
5475,2012-04-23,234,9
5476,2012-04-23,1992,1
5477,2012-04-23,314,6
5478,2012-04-23,209,10
5479,2012-04-23,441,5
5480,2012-04-23,680,3
5481,2012-04-23,247,8
5482,2012-04-23,5,11
5483,2012-04-23,5,12
5484,2012-04-24,288,7
5485,2012-04-24,497,4
5486,2012-04-24,1047,2
5487,2012-04-24,234,9
5488,2012-04-24,1994,1
5489,2012-04-24,314,6
5490,2012-04-24,209,10
5491,2012-04-24,441,5
5492,2012-04-24,681,3
5493,2012-04-24,247,8
5494,2012-04-24,5,11
5495,2012-04-24,5,12
5496,2012-04-25,288,7
5497,2012-04-25,498,4
5498,2012-04-25,1048,2
5499,2012-04-25,234,9
5500,2012-04-25,1996,1
5501,2012-04-25,314,6
5502,2012-04-25,209,10
5503,2012-04-25,441,5
5504,2012-04-25,681,3
5505,2012-04-25,247,8
5506,2012-04-25,5,11
5507,2012-04-25,5,12
5508,2012-04-26,288,7
5509,2012-04-26,499,4
5510,2012-04-26,1048,2
5511,2012-04-26,234,9
5512,2012-04-26,1996,1
5513,2012-04-26,314,6
5514,2012-04-26,209,10
5515,2012-04-26,441,5
5516,2012-04-26,680,3
5517,2012-04-26,247,8
5518,2012-04-26,5,11
5519,2012-04-26,5,12
5520,2012-04-27,285,7
5521,2012-04-27,499,4
5522,2012-04-27,1046,2
5523,2012-04-27,232,9
5524,2012-04-27,1985,1
5525,2012-04-27,309,6
5526,2012-04-27,209,10
5527,2012-04-27,439,5
5528,2012-04-27,678,3
5529,2012-04-27,242,8
5530,2012-04-27,5,11
5531,2012-04-27,5,12
5532,2012-04-28,285,7
5533,2012-04-28,499,4
5534,2012-04-28,1046,2
5535,2012-04-28,232,9
5536,2012-04-28,1985,1
5537,2012-04-28,309,6
5538,2012-04-28,209,10
5539,2012-04-28,439,5
5540,2012-04-28,678,3
5541,2012-04-28,242,8
5542,2012-04-28,5,11
5543,2012-04-28,5,12
5544,2012-04-29,285,7
5545,2012-04-29,499,4
5546,2012-04-29,1046,2
5547,2012-04-29,232,9
5548,2012-04-29,1985,1
5549,2012-04-29,309,6
5550,2012-04-29,209,10
5551,2012-04-29,439,5
5552,2012-04-29,678,3
5553,2012-04-29,242,8
5554,2012-04-29,5,11
5555,2012-04-29,5,12
5556,2012-04-30,289,7
5557,2012-04-30,502,4
5558,2012-04-30,1064,2
5559,2012-04-30,238,9
5560,2012-04-30,2024,1
5561,2012-04-30,315,6
5562,2012-04-30,209,10
5563,2012-04-30,446,5
5564,2012-04-30,691,3
5565,2012-04-30,244,8
5566,2012-04-30,5,11
5567,2012-04-30,5,12
5568,2012-05-01,289,7
5569,2012-05-01,503,4
5570,2012-05-01,1064,2
5571,2012-05-01,238,9
5572,2012-05-01,2030,1
5573,2012-05-01,315,6
5574,2012-05-01,209,10
5575,2012-05-01,446,5
5576,2012-05-01,692,3
5577,2012-05-01,244,8
5578,2012-05-01,5,11
5579,2012-05-01,5,12
5580,2012-05-02,288,7
5581,2012-05-02,503,4
5582,2012-05-02,1065,2
5583,2012-05-02,237,9
5584,2012-05-02,2032,1
5585,2012-05-02,315,6
5586,2012-05-02,209,10
5587,2012-05-02,447,5
5588,2012-05-02,692,3
5589,2012-05-02,244,8
5590,2012-05-02,5,11
5591,2012-05-02,5,12
5592,2012-05-03,290,7
5593,2012-05-03,502,4
5594,2012-05-03,1064,2
5595,2012-05-03,237,9
5596,2012-05-03,2033,1
5597,2012-05-03,316,6
5598,2012-05-03,209,10
5599,2012-05-03,448,5
5600,2012-05-03,692,3
5601,2012-05-03,244,8
5602,2012-05-03,5,11
5603,2012-05-03,5,12
5604,2012-05-04,289,7
5605,2012-05-04,502,4
5606,2012-05-04,1058,2
5607,2012-05-04,236,9
5608,2012-05-04,2024,1
5609,2012-05-04,314,6
5610,2012-05-04,209,10
5611,2012-05-04,447,5
5612,2012-05-04,690,3
5613,2012-05-04,241,8
5614,2012-05-04,5,11
5615,2012-05-04,4,12
5616,2012-05-05,289,7
5617,2012-05-05,502,4
5618,2012-05-05,1058,2
5619,2012-05-05,236,9
5620,2012-05-05,2024,1
5621,2012-05-05,314,6
5622,2012-05-05,209,10
5623,2012-05-05,447,5
5624,2012-05-05,690,3
5625,2012-05-05,241,8
5626,2012-05-05,5,11
5627,2012-05-05,4,12
5628,2012-05-06,289,7
5629,2012-05-06,502,4
5630,2012-05-06,1058,2
5631,2012-05-06,236,9
5632,2012-05-06,2024,1
5633,2012-05-06,314,6
5634,2012-05-06,209,10
5635,2012-05-06,447,5
5636,2012-05-06,690,3
5637,2012-05-06,241,8
5638,2012-05-06,5,11
5639,2012-05-06,4,12
5640,2012-05-07,295,7
5641,2012-05-07,509,4
5642,2012-05-07,1073,2
5643,2012-05-07,239,9
5644,2012-05-07,2058,1
5645,2012-05-07,318,6
5646,2012-05-07,212,10
5647,2012-05-07,451,5
5648,2012-05-07,697,3
5649,2012-05-07,242,8
5650,2012-05-07,5,11
5651,2012-05-07,4,12
5652,2012-05-08,296,7
5653,2012-05-08,510,4
5654,2012-05-08,1074,2
5655,2012-05-08,239,9
5656,2012-05-08,2064,1
5657,2012-05-08,318,6
5658,2012-05-08,212,10
5659,2012-05-08,450,5
5660,2012-05-08,698,3
5661,2012-05-08,242,8
5662,2012-05-08,5,11
5663,2012-05-08,4,12
5664,2012-05-09,298,7
5665,2012-05-09,510,4
5666,2012-05-09,1074,2
5667,2012-05-09,239,9
5668,2012-05-09,2065,1
5669,2012-05-09,318,6
5670,2012-05-09,213,10
5671,2012-05-09,450,5
5672,2012-05-09,698,3
5673,2012-05-09,242,8
5674,2012-05-09,5,11
5675,2012-05-09,4,12
5676,2012-05-10,298,7
5677,2012-05-10,511,4
5678,2012-05-10,1074,2
5679,2012-05-10,239,9
5680,2012-05-10,2068,1
5681,2012-05-10,318,6
5682,2012-05-10,213,10
5683,2012-05-10,450,5
5684,2012-05-10,698,3
5685,2012-05-10,242,8
5686,2012-05-10,5,11
5687,2012-05-10,4,12
5688,2012-05-11,297,7
5689,2012-05-11,507,4
5690,2012-05-11,1071,2
5691,2012-05-11,237,9
5692,2012-05-11,2056,1
5693,2012-05-11,315,6
5694,2012-05-11,213,10
5695,2012-05-11,447,5
5696,2012-05-11,690,3
5697,2012-05-11,241,8
5698,2012-05-11,5,11
5699,2012-05-11,4,12
5700,2012-05-12,297,7
5701,2012-05-12,507,4
5702,2012-05-12,1071,2
5703,2012-05-12,237,9
5704,2012-05-12,2056,1
5705,2012-05-12,315,6
5706,2012-05-12,213,10
5707,2012-05-12,447,5
5708,2012-05-12,690,3
5709,2012-05-12,241,8
5710,2012-05-12,5,11
5711,2012-05-12,4,12
5712,2012-05-13,297,7
5713,2012-05-13,507,4
5714,2012-05-13,1071,2
5715,2012-05-13,237,9
5716,2012-05-13,2056,1
5717,2012-05-13,315,6
5718,2012-05-13,213,10
5719,2012-05-13,447,5
5720,2012-05-13,690,3
5721,2012-05-13,241,8
5722,2012-05-13,5,11
5723,2012-05-13,4,12
5724,2012-05-14,302,7
5725,2012-05-14,513,4
5726,2012-05-14,1083,2
5727,2012-05-14,240,9
5728,2012-05-14,2086,1
5729,2012-05-14,323,6
5730,2012-05-14,216,10
5731,2012-05-14,457,5
5732,2012-05-14,703,3
5733,2012-05-14,243,8
5734,2012-05-14,5,11
5735,2012-05-14,4,12
5736,2012-05-15,303,7
5737,2012-05-15,513,4
5738,2012-05-15,1086,2
5739,2012-05-15,240,9
5740,2012-05-15,2088,1
5741,2012-05-15,324,6
5742,2012-05-15,217,10
5743,2012-05-15,457,5
5744,2012-05-15,704,3
5745,2012-05-15,243,8
5746,2012-05-15,5,11
5747,2012-05-15,4,12
5748,2012-05-16,303,7
5749,2012-05-16,514,4
5750,2012-05-16,1087,2
5751,2012-05-16,239,9
5752,2012-05-16,2089,1
5753,2012-05-16,326,6
5754,2012-05-16,217,10
5755,2012-05-16,458,5
5756,2012-05-16,705,3
5757,2012-05-16,244,8
5758,2012-05-16,5,11
5759,2012-05-16,4,12
5760,2012-05-17,303,7
5761,2012-05-17,514,4
5762,2012-05-17,1087,2
5763,2012-05-17,239,9
5764,2012-05-17,2090,1
5765,2012-05-17,327,6
5766,2012-05-17,217,10
5767,2012-05-17,458,5
5768,2012-05-17,705,3
5769,2012-05-17,244,8
5770,2012-05-17,5,11
5771,2012-05-17,4,12
5772,2012-05-18,300,7
5773,2012-05-18,511,4
5774,2012-05-18,1080,2
5775,2012-05-18,236,9
5776,2012-05-18,2082,1
5777,2012-05-18,326,6
5778,2012-05-18,214,10
5779,2012-05-18,456,5
5780,2012-05-18,701,3
5781,2012-05-18,244,8
5782,2012-05-18,5,11
5783,2012-05-18,3,12
5784,2012-05-19,300,7
5785,2012-05-19,511,4
5786,2012-05-19,1080,2
5787,2012-05-19,236,9
5788,2012-05-19,2082,1
5789,2012-05-19,326,6
5790,2012-05-19,214,10
5791,2012-05-19,456,5
5792,2012-05-19,701,3
5793,2012-05-19,244,8
5794,2012-05-19,5,11
5795,2012-05-19,3,12
5796,2012-05-20,300,7
5797,2012-05-20,511,4
5798,2012-05-20,1080,2
5799,2012-05-20,236,9
5800,2012-05-20,2082,1
5801,2012-05-20,326,6
5802,2012-05-20,214,10
5803,2012-05-20,456,5
5804,2012-05-20,701,3
5805,2012-05-20,244,8
5806,2012-05-20,5,11
5807,2012-05-20,3,12
5808,2012-05-21,305,7
5809,2012-05-21,518,4
5810,2012-05-21,1090,2
5811,2012-05-21,239,9
5812,2012-05-21,2111,1
5813,2012-05-21,331,6
5814,2012-05-21,221,10
5815,2012-05-21,469,5
5816,2012-05-21,710,3
5817,2012-05-21,247,8
5818,2012-05-21,5,11
5819,2012-05-21,3,12
5820,2012-05-22,307,7
5821,2012-05-22,518,4
5822,2012-05-22,1090,2
5823,2012-05-22,240,9
5824,2012-05-22,2115,1
5825,2012-05-22,331,6
5826,2012-05-22,221,10
5827,2012-05-22,469,5
5828,2012-05-22,710,3
5829,2012-05-22,247,8
5830,2012-05-22,5,11
5831,2012-05-22,3,12
5832,2012-05-23,307,7
5833,2012-05-23,518,4
5834,2012-05-23,1091,2
5835,2012-05-23,240,9
5836,2012-05-23,2115,1
5837,2012-05-23,333,6
5838,2012-05-23,221,10
5839,2012-05-23,471,5
5840,2012-05-23,711,3
5841,2012-05-23,247,8
5842,2012-05-23,5,11
5843,2012-05-23,3,12
5844,2012-05-24,307,7
5845,2012-05-24,518,4
5846,2012-05-24,1090,2
5847,2012-05-24,240,9
5848,2012-05-24,2115,1
5849,2012-05-24,333,6
5850,2012-05-24,221,10
5851,2012-05-24,471,5
5852,2012-05-24,711,3
5853,2012-05-24,247,8
5854,2012-05-24,5,11
5855,2012-05-24,3,12
5856,2012-05-25,305,7
5857,2012-05-25,515,4
5858,2012-05-25,1086,2
5859,2012-05-25,239,9
5860,2012-05-25,2105,1
5861,2012-05-25,330,6
5862,2012-05-25,221,10
5863,2012-05-25,466,5
5864,2012-05-25,705,3
5865,2012-05-25,247,8
5866,2012-05-25,5,11
5867,2012-05-25,3,12
5868,2012-05-26,305,7
5869,2012-05-26,515,4
5870,2012-05-26,1086,2
5871,2012-05-26,239,9
5872,2012-05-26,2105,1
5873,2012-05-26,330,6
5874,2012-05-26,221,10
5875,2012-05-26,466,5
5876,2012-05-26,705,3
5877,2012-05-26,247,8
5878,2012-05-26,5,11
5879,2012-05-26,3,12
5880,2012-05-27,305,7
5881,2012-05-27,515,4
5882,2012-05-27,1086,2
5883,2012-05-27,239,9
5884,2012-05-27,2105,1
5885,2012-05-27,330,6
5886,2012-05-27,221,10
5887,2012-05-27,466,5
5888,2012-05-27,705,3
5889,2012-05-27,247,8
5890,2012-05-27,5,11
5891,2012-05-27,3,12
5892,2012-05-28,305,7
5893,2012-05-28,515,4
5894,2012-05-28,1086,2
5895,2012-05-28,239,9
5896,2012-05-28,2105,1
5897,2012-05-28,330,6
5898,2012-05-28,221,10
5899,2012-05-28,466,5
5900,2012-05-28,705,3
5901,2012-05-28,247,8
5902,2012-05-28,5,11
5903,2012-05-28,3,12
5904,2012-05-29,313,7
5905,2012-05-29,524,4
5906,2012-05-29,1091,2
5907,2012-05-29,247,9
5908,2012-05-29,2133,1
5909,2012-05-29,335,6
5910,2012-05-29,223,10
5911,2012-05-29,477,5
5912,2012-05-29,714,3
5913,2012-05-29,255,8
5914,2012-05-29,5,11
5915,2012-05-29,3,12
5916,2012-05-30,313,7
5917,2012-05-30,525,4
5918,2012-05-30,1093,2
5919,2012-05-30,247,9
5920,2012-05-30,2137,1
5921,2012-05-30,334,6
5922,2012-05-30,223,10
5923,2012-05-30,477,5
5924,2012-05-30,714,3
5925,2012-05-30,255,8
5926,2012-05-30,5,11
5927,2012-05-30,3,12
5928,2012-05-31,312,7
5929,2012-05-31,525,4
5930,2012-05-31,1093,2
5931,2012-05-31,247,9
5932,2012-05-31,2137,1
5933,2012-05-31,336,6
5934,2012-05-31,223,10
5935,2012-05-31,477,5
5936,2012-05-31,714,3
5937,2012-05-31,255,8
5938,2012-05-31,5,11
5939,2012-05-31,3,12
5940,2012-06-01,310,7
5941,2012-06-01,525,4
5942,2012-06-01,1089,2
5943,2012-06-01,245,9
5944,2012-06-01,2122,1
5945,2012-06-01,333,6
5946,2012-06-01,220,10
5947,2012-06-01,475,5
5948,2012-06-01,714,3
5949,2012-06-01,255,8
5950,2012-06-01,5,11
5951,2012-06-01,3,12
5952,2012-06-02,310,7
5953,2012-06-02,525,4
5954,2012-06-02,1089,2
5955,2012-06-02,245,9
5956,2012-06-02,2122,1
5957,2012-06-02,333,6
5958,2012-06-02,220,10
5959,2012-06-02,475,5
5960,2012-06-02,714,3
5961,2012-06-02,255,8
5962,2012-06-02,5,11
5963,2012-06-02,3,12
5964,2012-06-03,310,7
5965,2012-06-03,525,4
5966,2012-06-03,1089,2
5967,2012-06-03,245,9
5968,2012-06-03,2122,1
5969,2012-06-03,333,6
5970,2012-06-03,220,10
5971,2012-06-03,475,5
5972,2012-06-03,714,3
5973,2012-06-03,255,8
5974,2012-06-03,5,11
5975,2012-06-03,3,12
5976,2012-06-04,313,7
5977,2012-06-04,528,4
5978,2012-06-04,1102,2
5979,2012-06-04,248,9
5980,2012-06-04,2160,1
5981,2012-06-04,337,6
5982,2012-06-04,220,10
5983,2012-06-04,477,5
5984,2012-06-04,726,3
5985,2012-06-04,260,8
5986,2012-06-04,5,11
5987,2012-06-04,3,12
5988,2012-06-05,315,7
5989,2012-06-05,530,4
5990,2012-06-05,1103,2
5991,2012-06-05,248,9
5992,2012-06-05,2166,1
5993,2012-06-05,337,6
5994,2012-06-05,220,10
5995,2012-06-05,478,5
5996,2012-06-05,726,3
5997,2012-06-05,261,8
5998,2012-06-05,5,11
5999,2012-06-05,3,12
6000,2012-06-06,316,7
6001,2012-06-06,531,4
6002,2012-06-06,1103,2
6003,2012-06-06,248,9
6004,2012-06-06,2167,1
6005,2012-06-06,337,6
6006,2012-06-06,220,10
6007,2012-06-06,481,5
6008,2012-06-06,727,3
6009,2012-06-06,261,8
6010,2012-06-06,5,11
6011,2012-06-06,3,12
6012,2012-06-07,316,7
6013,2012-06-07,532,4
6014,2012-06-07,1102,2
6015,2012-06-07,248,9
6016,2012-06-07,2169,1
6017,2012-06-07,337,6
6018,2012-06-07,220,10
6019,2012-06-07,481,5
6020,2012-06-07,727,3
6021,2012-06-07,261,8
6022,2012-06-07,5,11
6023,2012-06-07,3,12
6024,2012-06-08,315,7
6025,2012-06-08,532,4
6026,2012-06-08,1096,2
6027,2012-06-08,244,9
6028,2012-06-08,2160,1
6029,2012-06-08,335,6
6030,2012-06-08,218,10
6031,2012-06-08,480,5
6032,2012-06-08,724,3
6033,2012-06-08,260,8
6034,2012-06-08,5,11
6035,2012-06-08,3,12
6036,2012-06-09,315,7
6037,2012-06-09,532,4
6038,2012-06-09,1096,2
6039,2012-06-09,244,9
6040,2012-06-09,2160,1
6041,2012-06-09,335,6
6042,2012-06-09,218,10
6043,2012-06-09,480,5
6044,2012-06-09,724,3
6045,2012-06-09,260,8
6046,2012-06-09,5,11
6047,2012-06-09,3,12
6048,2012-06-10,315,7
6049,2012-06-10,532,4
6050,2012-06-10,1096,2
6051,2012-06-10,244,9
6052,2012-06-10,2160,1
6053,2012-06-10,335,6
6054,2012-06-10,218,10
6055,2012-06-10,480,5
6056,2012-06-10,724,3
6057,2012-06-10,260,8
6058,2012-06-10,5,11
6059,2012-06-10,3,12
6060,2012-06-11,318,7
6061,2012-06-11,538,4
6062,2012-06-11,1108,2
6063,2012-06-11,247,9
6064,2012-06-11,2192,1
6065,2012-06-11,337,6
6066,2012-06-11,220,10
6067,2012-06-11,481,5
6068,2012-06-11,731,3
6069,2012-06-11,263,8
6070,2012-06-11,5,11
6071,2012-06-11,3,12
6072,2012-06-12,318,7
6073,2012-06-12,538,4
6074,2012-06-12,1111,2
6075,2012-06-12,248,9
6076,2012-06-12,2194,1
6077,2012-06-12,337,6
6078,2012-06-12,220,10
6079,2012-06-12,482,5
6080,2012-06-12,731,3
6081,2012-06-12,263,8
6082,2012-06-12,5,11
6083,2012-06-12,3,12
